iter	Passed	Remaining
502	3251	3212
503	3257	3205
504	3263	3198
505	3269	3191
506	3274	3184
507	3281	3177
508	3287	3170
509	3292	3163
510	3298	3156
511	3304	3149
512	3310	3142
513	3317	3136
514	3322	3129
515	3328	3122
516	3334	3114
517	3339	3107
518	3346	3101
519	3352	3094
520	3357	3087
521	3364	3080
522	3369	3073
523	3375	3066
524	3382	3060
525	3387	3052
526	3393	3045
527	3399	3038
528	3404	3031
529	3410	3024
530	3416	3017
531	3422	3010
532	3428	3003
533	3434	2996
534	3440	2990
535	3447	2984
536	3453	2977
537	3459	2970
538	3464	2963
539	3470	2956
540	3476	2949
541	3483	2943
542	3489	2936
543	3495	2929
544	3500	2922
545	3506	2915
546	3512	2908
547	3518	2901
548	3524	2895
549	3530	2888
550	3535	2881
551	3541	2874
552	3547	2867
553	3553	2860
554	3559	2853
555	3565	2847
556	3571	2840
557	3576	2833
558	3582	2826
559	3588	2819
560	3594	2812
561	3600	2805
562	3606	2799
563	3611	2791
564	3617	2785
565	3623	2778
566	3629	2771
567	3636	2765
568	3642	2758
569	3647	2751
570	3654	2745
571	3659	2738
572	3666	2731
573	3673	2725
574	3679	2719
575	3685	2712
576	3690	2705
577	3696	2698
578	3701	2691
579	3707	2684
580	3713	2678
581	3719	2671
582	3724	2664
583	3730	2657
584	3737	2651
585	3743	2644
586	3749	2637
587	3755	2631
588	3760	2624
589	3767	2617
590	3773	2611
591	3778	2604
592	3784	2597
593	3790	2590
594	3796	2584
595	3803	2578
596	3809	2571
597	3815	2564
598	3821	2558
599	3827	2551
600	3833	2544
601	3839	2538
602	3845	2531
603	3851	2524
604	3857	2518
605	3863	2511
606	3869	2505
607	3875	2498
608	3881	2491
609	3886	2485
610	3892	2478
611	3899	2471
612	3905	2465
613	3911	2458
614	3916	2452
615	3922	2445
616	3929	2439
617	3935	2432
618	3941	2426
619	3948	2419
620	3954	2413
621	3960	2407
622	3966	2400
623	3973	2394
624	3979	2387
625	3984	2380
626	3990	2374
627	3997	2368
628	4003	2361
629	4010	2355
630	4015	2348
631	4022	2341
632	4028	2335
633	4034	2329
634	4040	2322
635	4046	2315
636	4052	2309
637	4058	2302
638	4064	2296
639	4070	2289
640	4075	2282
641	4081	2275
642	4087	2269
643	4093	2263
644	4100	2256
645	4106	2250
646	4112	2243
647	4118	2237
648	4125	2231
649	4131	2224
650	4137	2217
651	4142	2211
652	4148	2204
653	4154	2198
654	4161	2191
655	4167	2185
656	4173	2178
657	4179	2172
658	4185	2165
659	4191	2159
660	4197	2152
661	4203	2146
662	4209	2139
663	4215	2133
664	4222	2126
665	4228	2120
666	4234	2114
667	4240	2107
668	4247	2101
669	4253	2095
670	4259	2088
671	4265	2082
672	4271	2075
673	4277	2068
674	4283	2062
675	4289	2055
676	4295	2049
677	4302	2043
678	4307	2036
679	4313	2030
680	4320	2023
681	4326	2017
682	4333	2011
683	4338	2004
684	4344	1997
685	4349	1991
686	4355	1984
687	4362	1978
688	4367	1971
689	4373	1965
690	4379	1958
691	4385	1951
692	4391	1945
693	4396	1938
694	4402	1931
695	4407	1925
696	4413	1918
697	4418	1911
698	4424	1905
699	4430	1898
700	4436	1892
701	4443	1886
702	4449	1879
703	4454	1873
704	4460	1866
705	4466	1860
706	4472	1853
707	4478	1847
708	4484	1840
709	4490	1833
710	4496	1827
711	4501	1820
712	4507	1814
713	4513	1807
714	4519	1801
715	4525	1794
716	4531	1788
717	4536	1781
718	4542	1775
719	4548	1768
720	4554	1762
721	4560	1756
722	4566	1749
723	4572	1743
724	4578	1736
725	4583	1729
726	4589	1723
727	4595	1716
728	4601	1710
729	4606	1703
730	4612	1697
731	4618	1691
732	4624	1684
733	4630	1678
734	4636	1671
735	4642	1665
736	4647	1658
737	4653	1651
738	4658	1645
739	4664	1638
740	4670	1632
741	4676	1625
742	4682	1619
743	4688	1613
744	4694	1606
745	4700	1600
746	4706	1594
747	4712	1587
748	4718	1581
749	4724	1574
750	4730	1568
751	4736	1562
752	4742	1555
753	4748	1549
754	4753	1542
755	4759	1536
756	4765	1529
757	4771	1523
758	4777	1517
759	4784	1510
760	4790	1504
761	4795	1497
762	4802	1491
763	4807	1485
764	4813	1478
765	4819	1472
766	4825	1465
767	4831	1459
768	4837	1453
769	4843	1446
770	4848	1440
771	4855	1433
772	4860	1427
773	4866	1420
774	4872	1414
775	4878	1408
776	4884	1401
777	4889	1395
778	4895	1388
779	4901	1382
780	4907	1376
781	4914	1370
782	4920	1363
783	4926	1357
784	4932	1351
785	4939	1344
786	4945	1338
787	4951	1332
788	4958	1325
789	4964	1319
790	4970	1313
791	4977	1307
792	4983	1300
793	4990	1294
794	4996	1288
795	5003	1282
796	5008	1275
797	5014	1269
798	5020	1263
799	5026	1256
800	5032	1250
801	5038	1243
802	5044	1237
803	5050	1231
804	5056	1224
805	5062	1218
806	5069	1212
807	5075	1205
808	5080	1199
809	5087	1193
810	5093	1186
811	5101	1181
812	5107	1174
813	5113	1168
814	5120	1162
815	5125	1155
816	5132	1149
817	5138	1143
818	5143	1136
819	5149	1130
820	5155	1124
821	5162	1117
822	5168	1111
823	5173	1105
824	5180	1098
825	5186	1092
826	5192	1086
827	5203	1080
828	5209	1074
829	5215	1068
830	5221	1061
831	5227	1055
832	5233	1049
833	5239	1042
834	5246	1036
835	5251	1030
836	5258	1023
837	5264	1017
838	5271	1011
839	5277	1005
840	5283	998
841	5290	992
842	5296	986
843	5302	980
844	5308	973
845	5313	967
846	5319	960
847	5325	954
848	5332	948
849	5338	942
850	5344	935
851	5350	929
852	5356	923
853	5363	916
854	5369	910
855	5374	904
856	5380	897
857	5386	891
858	5392	885
859	5398	878
860	5403	872
861	5409	866
862	5415	859
863	5421	853
864	5428	847
865	5434	840
866	5440	834
867	5446	828
868	5452	821
869	5458	815
870	5464	809
871	5470	803
872	5476	796
873	5481	790
874	5488	784
875	5495	777
876	5502	771
877	5508	765
878	5514	759
879	5520	752
880	5526	746
881	5532	740
882	5538	733
883	5544	727
884	5550	721
885	5556	714
886	5561	708
887	5567	702
888	5573	695
889	5578	689
890	5584	683
891	5590	676
892	5596	670
893	5602	664
894	5609	658
895	5615	651
896	5621	645
897	5627	639
898	5633	632
899	5639	626
900	5645	620
901	5652	614
902	5658	607
903	5664	601
904	5670	595
905	5676	588
906	5682	582
907	5688	576
908	5694	570
909	5700	563
910	5706	557
911	5713	551
912	5719	545
913	5725	538
914	5732	532
915	5738	526
916	5743	519
917	5749	513
918	5755	507
919	5761	501
920	5767	494
921	5773	488
922	5779	482
923	5786	475
924	5792	469
925	5798	463
926	5804	457
927	5810	450
928	5817	444
929	5823	438
930	5829	432
931	5834	425
932	5840	419
933	5846	413
934	5852	406
935	5858	400
936	5864	394
937	5869	387
938	5875	381
939	5882	375
940	5888	369
941	5894	362
942	5900	356
943	5905	350
944	5912	344
945	5918	337
946	5924	331
947	5930	325
948	5936	319
949	5942	312
950	5948	306
951	5954	300
952	5960	293
953	5966	287
954	5972	281
955	5979	275
956	5985	268
957	5992	262
958	5997	256
959	6005	250
960	6012	244
961	6019	237
962	6025	231
963	6031	225
964	6038	219
965	6045	212
966	6051	206
967	6057	200
968	6063	193
969	6070	187
970	6076	181
971	6082	175
972	6088	168
973	6094	162
974	6100	156
975	6107	150
976	6113	143
977	6119	137
978	6125	131
979	6131	125
980	6137	118
981	6144	112
982	6150	106
983	6156	100
984	6162	93
985	6168	87
986	6174	81
987	6181	75
988	6187	68
989	6193	62
990	6199	56
991	6205	50
992	6211	43
993	6217	37
994	6223	31
995	6228	25
996	6234	18
997	6241	12
998	6246	6
999	6252	0
