iter	RMSE
237	15723.18244
238	15683.20503
239	15648.4962
240	15638.09902
241	15628.48306
242	15593.30914
243	15561.57697
244	15531.60991
245	15479.95329
246	15446.00089
247	15439.28303
248	15411.46409
249	15388.96415
250	15355.14908
251	15317.64388
252	15275.02405
253	15234.07027
254	15200.75405
255	15160.07894
256	15152.69602
257	15126.89798
258	15097.82224
259	15083.29368
260	15051.02224
261	15018.53154
262	14965.73586
263	14933.86818
264	14894.47241
265	14867.86103
266	14836.86085
267	14809.84146
268	14780.7695
269	14748.52459
270	14723.8425
271	14704.47711
272	14665.57215
273	14631.41587
274	14614.179
275	14583.98444
276	14557.49513
277	14524.58032
278	14503.47842
279	14463.32901
280	14432.95609
281	14409.53521
282	14368.33383
283	14334.25722
284	14306.63695
285	14281.70791
286	14252.72365
287	14217.90583
288	14180.97599
289	14158.18475
290	14110.0102
291	14085.18159
292	14053.45193
293	14037.61319
294	14025.97525
295	14001.51163
296	13975.40496
297	13951.97055
298	13936.08072
299	13930.40522
300	13899.66826
301	13866.18023
302	13841.31748
303	13816.98956
304	13787.30929
305	13756.29823
306	13720.15482
307	13710.16695
308	13685.90053
309	13653.13648
310	13615.46149
311	13609.67232
312	13600.08895
313	13573.71178
314	13557.83773
315	13540.54064
316	13519.33743
317	13495.70125
318	13473.89711
319	13456.9813
320	13432.07417
321	13394.47259
322	13366.70897
323	13347.47596
324	13319.3174
325	13314.72163
326	13294.64163
327	13271.8635
328	13252.98365
329	13231.02454
330	13206.36998
331	13181.90053
332	13168.33266
333	13154.75397
334	13145.08568
335	13120.08139
336	13091.97792
337	13076.39083
338	13046.75346
339	13022.12938
340	12997.1289
341	12963.5838
342	12943.91525
343	12910.26675
344	12885.84631
345	12883.22871
346	12860.26191
347	12820.5336
348	12805.18965
349	12785.05418
350	12761.4473
351	12744.5778
352	12726.96651
353	12693.35785
354	12672.0192
355	12654.75987
356	12639.17011
357	12609.60893
358	12600.86926
359	12580.09665
360	12565.80539
361	12553.03471
362	12537.49638
363	12518.73714
364	12481.93632
365	12471.41106
366	12446.81689
367	12420.31604
368	12407.7146
369	12381.67659
370	12358.47107
371	12329.99019
372	12304.95707
373	12288.63332
374	12269.82899
375	12243.71974
376	12218.364
377	12185.20912
378	12166.92326
379	12137.95897
380	12119.189
381	12098.14229
382	12062.61025
383	12054.85792
384	12028.2921
385	12005.13042
386	11987.57224
387	11962.47972
388	11948.46652
389	11928.695
390	11914.69684
391	11897.58932
392	11874.96797
393	11856.54053
394	11843.89649
395	11820.26672
396	11800.57837
397	11779.27201
398	11767.40367
399	11741.47031
400	11719.81867
401	11704.15408
402	11698.47179
403	11674.2317
404	11658.48602
405	11637.79048
406	11620.32411
407	11597.06794
408	11582.76964
409	11569.83881
410	11562.49824
411	11536.63543
412	11526.24236
413	11504.11561
414	11486.24098
415	11476.51275
416	11465.02045
417	11444.38676
418	11423.66919
419	11417.94549
420	11403.12121
421	11382.29892
422	11367.2472
423	11357.25222
424	11342.36343
425	11325.66983
426	11303.80852
427	11289.66863
428	11267.40721
429	11246.15628
430	11230.53933
431	11223.22155
432	11209.98865
433	11194.70442
434	11176.40121
435	11156.84954
436	11137.95387
437	11130.85058
438	11106.53619
439	11083.49316
440	11068.13867
441	11044.48117
442	11032.86626
443	11016.07427
444	11002.41999
445	10992.60994
446	10981.85046
447	10967.00241
448	10961.71092
449	10960.04926
450	10944.44849
451	10939.34657
452	10925.40448
453	10909.76014
454	10903.71395
455	10888.19164
456	10870.96341
457	10862.88349
458	10847.95119
459	10845.73267
460	10820.54471
461	10803.96012
462	10783.69646
463	10771.00936
464	10750.10144
465	10744.8759
466	10717.19978
467	10702.84358
468	10676.28769
469	10662.3883
470	10628.19119
471	10610.14593
472	10588.5979
473	10573.66958
474	10556.32777
475	10541.47221
476	10525.0527
477	10507.46137
478	10481.17576
479	10473.94921
480	10448.78949
481	10429.7217
482	10425.33161
483	10409.13584
484	10407.63685
485	10392.30034
486	10379.1109
487	10359.74697
488	10341.76696
489	10330.26679
490	10320.08236
491	10302.48473
492	10286.22734
493	10284.84016
494	10270.77707
495	10269.33704
496	10253.73336
497	10242.48283
498	10237.65273
499	10226.02446
500	10209.82846
501	10200.52005
502	10178.09808
503	10175.12972
504	10150.05088
505	10135.29601
506	10131.38989
507	10120.66443
508	10108.847
509	10091.8227
510	10080.44163
511	10069.59479
512	10068.2042
513	10056.95548
514	10038.05546
515	10031.46312
516	10029.49847
517	10005.02573
518	10003.70571
519	9988.760892
520	9975.605463
521	9974.415414
522	9964.107107
523	9947.190005
524	9929.555323
525	9928.358323
526	9913.364609
527	9908.308791
528	9898.776709
529	9897.329433
530	9884.581177
531	9863.687428
532	9852.668559
533	9851.076592
534	9837.170936
535	9830.963069
536	9824.156724
537	9807.693543
538	9802.903402
539	9801.766919
540	9788.213957
541	9775.969943
542	9763.7084
543	9748.839608
544	9737.198499
545	9722.124427
546	9702.282829
547	9701.203501
548	9689.135853
549	9678.985992
550	9662.168697
551	9648.714886
552	9641.110883
553	9623.3819
554	9611.853428
555	9595.179661
556	9584.402616
557	9566.070503
558	9551.773247
559	9543.803643
560	9529.519936
561	9528.509859
562	9523.328268
563	9503.661328
564	9496.89402
565	9486.376366
566	9476.487253
567	9462.001492
568	9460.536484
569	9445.65626
570	9436.067636
571	9428.865735
572	9427.715463
573	9410.5292
574	9409.423669
575	9402.874601
576	9401.498371
577	9393.085138
578	9387.70558
579	9369.228731
580	9358.343005
581	9338.111274
582	9329.066119
583	9328.167653
584	9322.535303
585	9316.283186
586	9304.229153
587	9299.776999
588	9282.131458
589	9281.057796
590	9276.557424
591	9266.660093
592	9250.746759
593	9241.2508
594	9225.377813
595	9210.360682
596	9205.630689
597	9191.907059
598	9180.245488
599	9170.881959
600	9157.48402
601	9152.770108
602	9148.753753
603	9147.729783
604	9140.753942
605	9135.93976
606	9134.361405
607	9121.230265
608	9105.234055
609	9077.764844
610	9076.589543
611	9060.070008
612	9047.235519
613	9041.974969
614	9035.049933
615	9029.714482
616	9016.511535
617	9007.491153
618	8995.91974
619	8978.330812
620	8963.879277
621	8946.414297
622	8941.163687
623	8930.966028
624	8918.045106
625	8908.597705
626	8899.698537
627	8889.352726
628	8875.050468
629	8860.022099
630	8850.359242
631	8834.343982
632	8824.303997
633	8811.963859
634	8800.241851
635	8789.450653
636	8778.537385
637	8777.565029
638	8760.006219
639	8746.333948
640	8738.706998
641	8735.218837
642	8721.3984
643	8709.365286
644	8703.296908
645	8700.972162
646	8690.686353
647	8678.916855
648	8666.327119
649	8655.605244
650	8649.242763
651	8638.279654
652	8624.821371
653	8609.064164
654	8601.891138
655	8599.25512
656	8588.511812
657	8571.925237
658	8563.164294
659	8550.347308
660	8538.039043
661	8526.781904
662	8513.9217
663	8505.856927
664	8496.04943
665	8489.714393
666	8478.276416
667	8466.57267
668	8455.897969
669	8446.230046
670	8443.571839
671	8430.279628
672	8421.055417
673	8420.222348
674	8403.796251
675	8392.614649
676	8386.078131
677	8374.84122
678	8364.279539
679	8363.470847
680	8357.831686
681	8345.514951
682	8334.516201
683	8321.418042
684	8312.280016
685	8301.025636
686	8292.114233
687	8283.614421
688	8270.789187
689	8257.676867
690	8248.186633
691	8221.207482
692	8209.091055
693	8199.781201
694	8196.000007
695	8190.789466
696	8187.689095
697	8181.569276
698	8172.75552
699	8158.835116
700	8156.382321
701	8145.846627
702	8142.343393
703	8138.90085
704	8124.503271
705	8114.716945
706	8099.005244
707	8082.553729
708	8061.585379
709	8050.45147
710	8033.52645
711	8026.45064
712	8016.102939
713	7999.726594
714	7996.883313
715	7987.90478
716	7978.229211
717	7967.597427
718	7958.777802
719	7951.388226
720	7942.611088
721	7935.338574
722	7930.001873
723	7922.821425
724	7903.749134
725	7881.420075
726	7871.524325
727	7861.637725
728	7853.571429
729	7849.343222
730	7843.311428
731	7833.055081
732	7820.461308
733	7808.25614
734	7800.479402
735	7797.547136
736	7787.43927
737	7782.602643
738	7773.171967
739	7766.681914
740	7756.761991
741	7753.2322
742	7741.873455
743	7733.005438
744	7720.199469
745	7704.19959
746	7692.221125
747	7688.737253
748	7678.567803
749	7667.318611
750	7653.832233
751	7651.492374
752	7637.678493
753	7627.610704
754	7623.852314
755	7614.881387
756	7606.603858
757	7604.178798
758	7598.7824
759	7596.20581
760	7588.962346
761	7574.506038
762	7573.388
763	7560.714411
764	7559.575915
765	7554.321432
766	7541.286828
767	7531.881294
768	7524.81769
769	7522.19818
770	7516.155811
771	7505.245039
772	7504.069021
773	7503.438071
774	7493.948239
775	7483.633398
776	7463.027479
777	7458.20472
778	7454.768437
779	7448.401844
780	7444.764808
781	7438.460875
782	7428.555832
783	7424.588836
784	7418.588091
785	7406.146728
786	7399.586364
787	7392.022221
788	7378.269619
789	7371.978672
790	7366.647525
791	7357.474034
792	7347.6091
793	7343.315893
794	7333.060864
795	7318.652464
796	7312.619885
797	7299.021738
798	7295.936038
799	7287.932661
800	7283.432547
801	7276.436882
802	7271.679556
803	7267.744636
804	7255.906346
805	7249.80454
806	7231.591174
807	7218.827806
808	7215.842477
809	7207.650893
810	7203.423537
811	7193.431169
812	7182.92014
813	7177.191607
814	7169.98324
815	7169.044934
816	7164.020379
817	7163.3875
818	7158.705149
819	7143.014601
820	7139.741781
821	7137.518647
822	7132.15091
823	7123.263156
824	7117.490847
825	7110.60397
826	7105.84252
827	7103.62001
828	7097.008048
829	7089.964792
830	7076.813296
831	7067.082411
832	7066.451913
833	7059.969476
834	7057.755766
835	7047.585814
836	7040.602148
837	7038.867539
838	7030.150491
839	7029.650815
840	7016.52246
841	7004.717648
842	6998.120348
843	6986.468877
844	6985.974089
845	6975.37577
846	6965.129046
847	6961.512843
848	6960.648658
849	6951.393517
850	6945.276674
851	6934.485753
852	6928.135226
853	6922.862661
854	6908.987402
855	6907.596679
856	6902.314279
857	6897.073057
858	6892.454921
859	6884.395949
860	6869.405737
861	6863.778643
862	6852.705998
863	6844.991542
864	6837.323727
865	6824.391131
866	6819.711558
867	6810.644359
868	6809.796898
869	6805.083637
870	6804.627204
871	6798.171836
872	6792.364673
873	6790.064578
874	6785.922222
875	6777.781525
876	6775.175313
877	6774.459849
878	6772.752171
879	6763.642742
880	6757.735853
881	6745.8675
882	6739.616862
883	6731.991014
884	6725.609498
885	6725.023857
886	6720.348402
887	6712.616583
888	6704.155227
889	6693.668715
890	6688.795202
891	6679.173497
892	6673.345249
893	6665.449889
894	6656.121751
895	6645.8768
896	6641.094391
897	6632.751412
898	6624.607723
899	6617.598177
900	6605.665935
901	6593.975891
902	6589.07553
903	6582.364858
904	6576.173258
905	6571.466343
906	6561.509791
907	6553.476685
908	6545.577539
909	6544.910736
910	6537.534106
911	6532.100761
912	6524.008141
913	6520.69552
914	6519.650188
915	6514.442643
916	6509.376786
917	6498.734951
918	6494.213176
919	6489.881507
920	6483.164946
921	6469.111791
922	6463.072129
923	6452.924553
924	6447.260173
925	6439.082114
926	6431.149103
927	6423.026565
928	6414.100828
929	6411.754986
930	6401.955146
931	6395.87732
932	6391.056055
933	6387.60143
934	6378.430729
935	6373.292086
936	6368.67128
937	6362.028678
938	6354.770755
939	6346.131296
940	6335.956267
941	6318.50927
942	6317.745957
943	6317.183113
944	6310.466574
945	6299.269471
946	6293.312585
947	6284.704403
948	6277.071076
949	6273.706943
950	6270.675396
951	6263.380959
952	6257.766976
953	6254.461864
954	6246.830782
955	6240.059447
956	6233.402243
957	6224.339193
958	6218.503405
959	6214.579327
960	6213.899154
961	6210.189063
962	6204.056113
963	6199.198432
964	6189.803788
965	6183.512461
966	6180.731861
967	6173.682668
968	6164.962188
969	6157.410717
970	6152.814541
971	6139.132793
972	6131.527577
973	6121.541681
974	6113.116256
975	6106.251134
976	6101.120867
977	6100.646658
978	6095.973873
979	6088.483175
980	6081.54879
981	6072.550047
982	6059.54956
983	6054.704588
984	6045.631633
985	6039.811473
986	6034.87693
987	6030.650225
988	6021.358089
989	6014.963952
990	6013.787814
991	6006.37707
992	6001.155611
993	5994.256605
994	5990.333077
995	5984.017118
996	5978.236883
997	5971.260165
998	5964.954505
999	5961.756755
