iter	RMSE
276	14376.77059
277	14344.57346
278	14330.06381
279	14315.27076
280	14292.30622
281	14261.62478
282	14244.25863
283	14214.97207
284	14194.27441
285	14178.05038
286	14156.6156
287	14124.37496
288	14077.02191
289	14063.1285
290	14024.35716
291	13991.67339
292	13967.20282
293	13936.53116
294	13926.19267
295	13894.97214
296	13861.50345
297	13849.00488
298	13818.68865
299	13799.11505
300	13774.00592
301	13758.14976
302	13727.19292
303	13703.54988
304	13683.51493
305	13665.14743
306	13631.51913
307	13594.69335
308	13575.05998
309	13551.56209
310	13534.76258
311	13513.51513
312	13490.11239
313	13473.02598
314	13453.41605
315	13429.27599
316	13402.27324
317	13380.23656
318	13369.60466
319	13340.67786
320	13310.59598
321	13271.09394
322	13253.93406
323	13224.68034
324	13195.69816
325	13164.99886
326	13156.25843
327	13141.15368
328	13111.45845
329	13097.70932
330	13077.78276
331	13059.34005
332	13037.0058
333	13013.41144
334	12987.94541
335	12972.14348
336	12932.21232
337	12920.57705
338	12896.46433
339	12874.78945
340	12841.06894
341	12821.48338
342	12803.85252
343	12786.56219
344	12773.4572
345	12751.22917
346	12727.14374
347	12706.64627
348	12687.21802
349	12664.13307
350	12624.34478
351	12600.79134
352	12580.52212
353	12574.42849
354	12556.24459
355	12534.20078
356	12522.03519
357	12504.59262
358	12495.14238
359	12477.24774
360	12468.2398
361	12452.3249
362	12445.26464
363	12420.37149
364	12399.29909
365	12369.68299
366	12352.51913
367	12345.42037
368	12314.2448
369	12307.10017
370	12299.09394
371	12277.29897
372	12253.16437
373	12232.34093
374	12214.77844
375	12187.81907
376	12161.19843
377	12157.4793
378	12121.30922
379	12092.61144
380	12082.73778
381	12053.96586
382	12038.62595
383	12017.27728
384	12013.14453
385	11998.99018
386	11979.69869
387	11952.15742
388	11929.78238
389	11917.13061
390	11895.7433
391	11868.31415
392	11857.72833
393	11845.9556
394	11812.46916
395	11791.47696
396	11772.84415
397	11753.39972
398	11746.05608
399	11737.239
400	11729.06211
401	11697.93056
402	11673.16305
403	11652.28326
404	11620.34446
405	11597.87808
406	11583.35472
407	11554.69335
408	11536.58054
409	11514.65075
410	11495.07818
411	11487.60264
412	11460.62782
413	11441.20773
414	11430.75643
415	11415.18973
416	11400.00293
417	11381.54758
418	11355.85705
419	11328.63145
420	11308.47199
421	11273.14749
422	11264.02268
423	11257.1461
424	11237.32018
425	11207.44903
426	11181.76965
427	11175.5976
428	11149.38265
429	11141.80977
430	11115.68507
431	11090.49618
432	11086.07875
433	11067.60446
434	11046.49157
435	11023.69029
436	10988.39922
437	10957.46208
438	10936.28166
439	10918.19309
440	10899.1889
441	10880.74042
442	10859.25382
443	10844.27355
444	10831.93335
445	10806.57426
446	10783.40647
447	10752.17143
448	10743.70282
449	10722.98096
450	10705.73514
451	10682.69288
452	10663.99665
453	10644.36585
454	10637.65867
455	10631.02245
456	10619.62942
457	10605.68218
458	10589.0729
459	10565.54
460	10553.4022
461	10550.77439
462	10530.01249
463	10516.8431
464	10498.09288
465	10475.965
466	10454.73506
467	10436.19002
468	10424.52189
469	10409.43703
470	10390.30982
471	10371.2911
472	10354.66999
473	10341.22028
474	10334.81939
475	10328.66917
476	10312.2635
477	10298.7573
478	10292.56065
479	10279.15109
480	10273.01607
481	10252.14285
482	10237.43981
483	10234.49212
484	10217.73023
485	10211.56219
486	10183.65023
487	10175.45463
488	10157.36952
489	10138.37003
490	10127.39058
491	10110.76859
492	10091.50901
493	10074.6467
494	10072.81876
495	10068.63559
496	10055.62215
497	10039.05968
498	10029.47841
499	10020.34323
500	10011.12441
501	10001.79445
502	9975.110803
503	9966.40354
504	9945.475783
505	9938.085218
506	9912.395111
507	9898.74666
508	9891.806165
509	9876.50668
510	9858.75485
511	9843.752194
512	9833.174252
513	9825.737038
514	9822.077236
515	9800.325428
516	9775.725555
517	9766.638708
518	9764.933991
519	9762.915535
520	9738.926067
521	9731.070818
522	9714.370872
523	9698.376071
524	9689.546522
525	9680.009098
526	9662.7634
527	9645.723118
528	9635.821641
529	9619.18752
530	9602.704983
531	9586.780879
532	9568.060106
533	9549.428659
534	9541.117176
535	9536.100138
536	9513.00409
537	9497.861551
538	9480.616311
539	9466.419972
540	9459.314924
541	9446.260051
542	9436.742116
543	9435.519644
544	9411.112403
545	9395.409004
546	9393.486308
547	9375.555214
548	9365.786621
549	9353.776544
550	9341.217257
551	9324.3487
552	9308.69819
553	9296.540423
554	9291.152478
555	9278.547981
556	9266.08661
557	9249.559816
558	9232.582789
559	9225.320792
560	9208.446051
561	9198.465412
562	9187.340666
563	9174.808103
564	9160.468302
565	9159.041421
566	9145.367684
567	9138.839234
568	9123.81289
569	9106.031693
570	9091.518309
571	9079.183089
572	9072.371038
573	9057.171213
574	9048.951714
575	9034.156241
576	9020.703007
577	9006.696641
578	9000.439058
579	8983.102494
580	8966.524442
581	8961.131661
582	8939.753147
583	8938.352973
584	8929.973083
585	8928.659216
586	8915.731199
587	8903.136254
588	8894.753392
589	8880.703857
590	8869.745003
591	8863.464812
592	8858.520957
593	8845.915261
594	8844.321727
595	8843.229201
596	8841.604838
597	8831.653548
598	8819.124329
599	8810.368688
600	8795.014759
601	8774.741475
602	8756.838583
603	8745.341563
604	8730.886199
605	8716.764794
606	8712.186727
607	8699.883206
608	8691.23881
609	8677.958703
610	8672.361732
611	8660.440516
612	8643.427922
613	8637.761734
614	8630.923876
615	8612.486394
616	8600.942702
617	8582.28497
618	8578.021802
619	8562.321306
620	8550.677044
621	8535.83913
622	8527.219334
623	8517.485111
624	8514.144877
625	8507.291974
626	8494.344535
627	8483.545442
628	8462.673241
629	8456.430061
630	8447.01666
631	8441.457877
632	8430.821747
633	8427.310422
634	8416.265998
635	8412.710778
636	8411.557518
637	8407.98166
638	8400.597043
639	8386.021701
640	8375.207185
641	8367.220737
642	8366.18291
643	8350.968563
644	8336.282236
645	8321.169911
646	8307.661054
647	8300.971538
648	8299.534668
649	8283.487313
650	8274.7253
651	8266.63088
652	8258.73324
653	8257.054053
654	8249.102344
655	8239.845859
656	8231.477592
657	8217.086616
658	8200.198339
659	8182.330107
660	8169.361033
661	8156.967949
662	8143.286352
663	8127.526738
664	8126.062727
665	8103.266404
666	8097.057651
667	8079.670297
668	8069.693143
669	8068.756636
670	8055.644107
671	8038.686533
672	8029.626943
673	8017.152764
674	8011.51216
675	8010.543408
676	7995.093345
677	7980.990139
678	7971.167338
679	7961.365771
680	7948.644658
681	7942.63899
682	7926.828072
683	7920.394458
684	7919.423624
685	7911.456894
686	7893.547561
687	7886.964132
688	7880.4534
689	7863.283915
690	7857.678624
691	7856.775934
692	7855.92262
693	7843.225444
694	7842.429239
695	7830.019121
696	7818.471504
697	7817.636483
698	7796.537266
699	7790.772541
700	7785.070127
701	7771.391039
702	7770.6321
703	7762.729118
704	7755.336263
705	7750.454857
706	7744.934352
707	7744.225404
708	7724.376194
709	7717.06949
710	7716.054472
711	7709.299765
712	7702.048014
713	7692.020022
714	7681.057368
715	7675.042863
716	7660.298985
717	7652.754865
718	7641.849043
719	7640.21413
720	7629.187971
721	7620.330492
722	7611.786811
723	7606.50816
724	7605.766222
725	7592.772953
726	7587.726079
727	7574.945452
728	7567.453683
729	7558.771218
730	7548.144336
731	7538.04999
732	7537.443992
733	7530.291689
734	7521.698388
735	7510.504204
736	7509.85092
737	7501.312917
738	7494.225021
739	7483.518245
740	7464.785051
741	7452.118431
742	7434.362111
743	7419.234709
744	7410.306278
745	7401.831567
746	7391.838495
747	7379.866472
748	7379.237753
749	7368.577682
750	7360.315441
751	7354.266794
752	7343.80319
753	7334.60734
754	7325.22813
755	7317.337589
756	7316.568252
757	7315.759588
758	7311.93174
759	7297.215619
760	7290.038986
761	7283.773766
762	7270.28898
763	7256.66164
764	7245.680481
765	7245.100346
766	7232.201771
767	7218.819307
768	7217.790645
769	7206.609649
770	7199.283313
771	7195.612456
772	7180.035269
773	7178.32857
774	7167.983868
775	7157.124125
776	7144.24197
777	7136.485927
778	7129.478306
779	7116.871573
780	7108.78327
781	7099.103585
782	7098.282896
783	7086.778213
784	7079.43571
785	7067.924034
786	7059.133541
787	7052.86013
788	7043.122622
789	7032.32356
790	7019.21349
791	7015.492509
792	7010.180159
793	6998.351036
794	6994.833881
795	6983.547884
796	6976.233004
797	6962.849078
798	6952.844346
799	6944.931461
800	6944.428966
801	6931.552339
802	6925.530211
803	6914.860438
804	6913.680181
805	6903.140574
806	6901.92398
807	6891.211325
808	6882.603596
809	6878.415047
810	6867.491431
811	6857.914371
812	6849.431886
813	6841.967628
814	6831.16112
815	6821.274289
816	6813.537891
817	6806.330498
818	6795.931054
819	6786.861836
820	6773.92561
821	6769.512942
822	6766.064692
823	6755.458919
824	6751.587398
825	6751.107204
826	6743.664319
827	6730.889678
828	6720.85591
829	6719.035759
830	6710.05076
831	6705.358524
832	6699.928152
833	6697.323302
834	6685.280401
835	6678.532967
836	6673.06623
837	6666.064133
838	6655.367662
839	6648.982139
840	6643.889888
841	6639.402983
842	6636.559237
843	6628.434382
844	6620.496169
845	6605.037444
846	6595.658116
847	6592.804643
848	6582.055515
849	6569.77463
850	6567.270814
851	6562.305349
852	6554.733349
853	6549.743874
854	6542.876285
855	6538.870725
856	6533.796884
857	6529.172021
858	6524.94113
859	6520.634036
860	6517.745443
861	6508.044799
862	6502.060522
863	6497.844761
864	6493.423538
865	6489.626208
866	6484.251774
867	6473.417147
868	6469.332602
869	6461.231098
870	6458.511673
871	6450.80826
872	6449.543016
873	6448.15002
874	6439.073754
875	6422.844469
876	6418.589882
877	6411.774081
878	6407.622363
879	6397.449284
880	6396.290512
881	6393.556885
882	6380.007416
883	6378.556609
884	6372.45612
885	6366.459253
886	6355.797525
887	6354.544886
888	6344.385896
889	6334.54146
890	6321.698505
891	6307.16188
892	6306.455764
893	6301.362247
894	6291.536509
895	6284.032678
896	6274.729778
897	6268.976165
898	6263.310565
899	6256.70686
900	6248.920855
901	6244.956159
902	6236.349018
903	6233.017416
904	6221.001497
905	6211.360681
906	6209.063378
907	6201.886556
908	6196.535603
909	6193.069108
910	6186.878521
911	6177.628455
912	6168.954984
913	6162.94101
914	6160.01258
915	6157.96862
916	6154.209704
917	6148.686778
918	6145.753663
919	6145.081678
920	6141.623964
921	6133.780743
922	6123.815266
923	6120.439293
924	6112.934504
925	6108.2163
926	6100.334692
927	6091.760822
928	6088.217911
929	6085.695376
930	6084.466586
931	6077.200916
932	6069.202482
933	6063.841656
934	6053.645637
935	6045.21638
936	6037.973468
937	6026.439132
938	6018.349393
939	6008.061983
940	6000.60768
941	6000.225061
942	5997.949913
943	5988.656891
944	5988.203485
945	5981.784468
946	5979.028299
947	5976.954336
948	5976.431749
949	5963.644958
950	5957.420559
951	5950.711131
952	5941.616506
953	5939.381355
954	5933.901348
955	5925.53106
956	5917.665493
957	5910.781443
958	5906.102092
959	5900.215288
960	5896.295484
961	5886.762075
962	5878.664233
963	5866.996351
964	5859.520363
965	5849.808538
966	5844.54884
967	5831.945754
968	5824.464177
969	5820.296599
970	5814.908072
971	5806.175529
972	5803.22764
973	5800.382842
974	5791.607044
975	5790.880283
976	5781.994979
977	5774.016038
978	5766.122334
979	5760.330617
980	5754.303727
981	5748.758257
982	5742.03268
983	5734.293358
984	5729.363532
985	5722.014206
986	5714.420383
987	5713.263581
988	5705.203567
989	5697.805959
990	5690.512573
991	5680.416191
992	5678.270237
993	5672.339408
994	5665.236476
995	5663.445501
996	5662.566504
997	5655.814432
998	5651.856802
999	5650.886986
